transcript_name	trunc_start	trunc_end
lcl|CP139520.2_mrna_NM_017829.6_88010	702	1716
lcl|CP139520.2_mrna_NM_017829.6_88010	703	1720
lcl|CP139520.2_mrna_NM_017829.6_88010	704	1720
lcl|CP139520.2_mrna_NM_017829.6_88010	706	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	706	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	706	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	726	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	727	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	728	1717
lcl|CP139520.2_mrna_NM_017829.6_88010	747	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	747	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	748	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	765	1718
lcl|CP139520.2_mrna_NM_017829.6_88010	777	1711
lcl|CP139520.2_mrna_NM_017829.6_88010	779	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	816	1720
lcl|CP139520.2_mrna_NM_017829.6_88010	816	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	816	1711
lcl|CP139520.2_mrna_NM_017829.6_88010	816	1707
lcl|CP139520.2_mrna_NM_017829.6_88010	817	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	822	1717
lcl|CP139520.2_mrna_NM_017829.6_88010	822	1711
lcl|CP139520.2_mrna_NM_017829.6_88010	828	1711
lcl|CP139520.2_mrna_NM_017829.6_88010	845	1717
lcl|CP139520.2_mrna_NM_017829.6_88010	899	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	903	1716
lcl|CP139520.2_mrna_NM_017829.6_88010	919	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	920	1720
lcl|CP139520.2_mrna_NM_017829.6_88010	931	1720
lcl|CP139520.2_mrna_NM_017829.6_88010	932	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	934	1720
lcl|CP139520.2_mrna_NM_017829.6_88010	935	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	937	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	937	1716
lcl|CP139520.2_mrna_NM_017829.6_88010	964	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	965	1716
lcl|CP139520.2_mrna_NM_017829.6_88010	965	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	965	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	967	1717
lcl|CP139520.2_mrna_NM_017829.6_88010	971	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	982	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	1004	1711
lcl|CP139520.2_mrna_NM_017829.6_88010	1041	1711
lcl|CP139520.2_mrna_NM_017829.6_88010	1047	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	1136	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	1140	1711
lcl|CP139520.2_mrna_NM_017829.6_88010	1158	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	1172	1620
lcl|CP139520.2_mrna_NM_017829.6_88010	1178	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	1178	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	1185	1717
lcl|CP139520.2_mrna_NM_017829.6_88010	1185	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	1227	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	1255	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	1259	1711
lcl|CP139520.2_mrna_NM_017829.6_88010	1288	1720
lcl|CP139520.2_mrna_NM_017829.6_88010	1364	1711
lcl|CP139520.2_mrna_NM_017829.6_88010	1376	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	1397	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	1397	1726
lcl|CP139520.2_mrna_NM_017829.6_88010	1397	1715
lcl|CP139520.2_mrna_NM_017829.6_88010	1398	1711
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	0	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	2	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	2	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	2	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	3	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	3	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	3	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	5	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	5	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	5	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	5	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	5	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	6	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	6	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	6	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	6	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	7	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	7	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	7	300
lcl|CP139520.2_mrna_NM_033070.3_88011	8	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	8	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	8	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	8	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	8	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	8	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	8	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	8	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	9	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1787
lcl|CP139520.2_mrna_NM_033070.3_88011	10	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1775
lcl|CP139520.2_mrna_NM_033070.3_88011	11	1753
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	12	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	13	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	14	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	15	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	16	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	16	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	16	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	16	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	16	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	16	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	16	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	16	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	17	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	18	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	18	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	18	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	19	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	19	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	19	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	19	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	19	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	19	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1785
lcl|CP139520.2_mrna_NM_033070.3_88011	20	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1786
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1785
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	21	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	22	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	22	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	22	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	22	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	22	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	22	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	22	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	22	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	23	1774
lcl|CP139520.2_mrna_NM_033070.3_88011	24	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	24	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	24	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	24	1787
lcl|CP139520.2_mrna_NM_033070.3_88011	24	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	25	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	25	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	25	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	25	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	25	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	25	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	25	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	26	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	26	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	26	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	26	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	26	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	26	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	26	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	26	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	27	1779
lcl|CP139520.2_mrna_NM_033070.3_88011	28	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	28	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	28	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	28	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	28	1791
lcl|CP139520.2_mrna_NM_033070.3_88011	28	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	28	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	28	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	29	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	29	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	29	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	29	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	30	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	30	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	30	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	30	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	30	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1793
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	31	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1797
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1790
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1789
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1788
lcl|CP139520.2_mrna_NM_033070.3_88011	32	1784
lcl|CP139520.2_mrna_NM_033070.3_88011	33	1799
lcl|CP139520.2_mrna_NM_033070.3_88011	33	1798
lcl|CP139520.2_mrna_NM_033070.3_88011	33	1793
